subject,predicate,object
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
南京宁和城际轨道交通一期工程TA07标华新路站～油坊桥站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
常州轨道交通1号线一期工程M1-GC-TJ-14标段新桥站~旅游学校站联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁1号线东延2标机场大道站~奥体中心站盾构区间联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁1号线东延2标机场大道站~奥体中心站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
天津地铁1号线东延2标机场大道站~奥体中心站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁1号线东延2标机场大道站~奥体中心站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
天津地铁1号线东延2标机场大道站~奥体中心站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
南京地铁4号线TA04标九华山站～岗子村站1号联络通道工程,施工方 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁4号线TA04标九华山站～岗子村站1号联络通道工程,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
南京地铁4号线TA04标九华山站～岗子村站1号联络通道工程,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁4号线TA04标九华山站～岗子村站1号联络通道工程,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
南京地铁4号线TA04标九华山站～岗子村站1号联络通道工程,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
福州轨道交通1号线三角理~胪雷区间联络通道,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
福州轨道交通1号线三角理~胪雷区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
福州轨道交通1号线三角理~胪雷区间联络通道,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
福州轨道交通1号线三角理~胪雷区间联络通道,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
福州轨道交通1号线三角理~胪雷区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
福州轨道交通1号线三角理~胪雷区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
福州轨道交通1号线三角理~胪雷区间联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线下沙延伸段3标文海南路站~文泽路站区间2号联络通道,设计方 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
杭州地铁1号线下沙延伸段3标文海南路站~文泽路站区间2号联络通道,设计方 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
杭州地铁1号线下沙延伸段3标文海南路站~文泽路站区间2号联络通道,设计方 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
杭州地铁1号线下沙延伸段3标文海南路站~文泽路站区间2号联络通道,设计方 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
杭州地铁1号线下沙延伸段3标文海南路站~文泽路站区间2号联络通道,设计方 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
杭州地铁1号线下沙延伸段3标文海南路站~文泽路站区间2号联络通道,设计方 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
杭州地铁1号线下沙延伸段3标文海南路站~文泽路站区间2号联络通道,参与方 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
苏州地铁2号线尹山湖中路站~邀湖路站区间联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
苏州地铁2号线尹山湖中路站~邀湖路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
苏州地铁2号线尹山湖中路站~邀湖路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
苏州地铁2号线尹山湖中路站~邀湖路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
苏州地铁2号线尹山湖中路站~邀湖路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
南昌轨道交通2号线龙岗站~国体中心站区间联络通道,施工方法 通过 冻结+矿山法,结构稳定
南昌轨道交通2号线龙岗站~国体中心站区间联络通道,施工方法 通过 冻结+矿山法,确保安全
南昌轨道交通2号线龙岗站~国体中心站区间联络通道,技术组成 通过 矿山法,开挖
南昌轨道交通2号线龙岗站~国体中心站区间联络通道,技术组成 通过 矿山法,支护
天津地铁6号线新开河~外院附中站联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁6号线新开河~外院附中站联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
天津地铁6号线新开河~外院附中站联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁6号线新开河~外院附中站联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
天津地铁6号线新开河~外院附中站联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
南宁轨道交通1号线10标广西大学站~白苍岭站联络通道,参与施工 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南宁轨道交通1号线10标广西大学站~白苍岭站联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
南宁轨道交通1号线10标广西大学站~白苍岭站联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南宁轨道交通1号线10标广西大学站~白苍岭站联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
南宁轨道交通1号线10标广西大学站~白苍岭站联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,施工工艺 通过 冻结+矿山法,结构稳定
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,施工工艺 通过 冻结+矿山法,确保安全
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
福州地铁1号线08合同段葫芦阵站~黄山站联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁4号线一期SG4-5标良山西路站~官河站区间联络通道工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁4号线一期SG4-5标良山西路站~官河站区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
杭州地铁4号线一期SG4-5标良山西路站~官河站区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁4号线一期SG4-5标良山西路站~官河站区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
杭州地铁4号线一期SG4-5标良山西路站~官河站区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,施工方法 通过 矿山法,开挖
福州地铁1号线08合同段三叉街站~白湖亭站区间联络通道工程,施工方法 通过 矿山法,支护
无锡地铁2号线土建工程10标东林广场~上马墩区间联络通道工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁10号线TA02标盾构绿博园~江心洲区间联络通道工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线文泽路~下沙江滨区间隧道联络通道工程,建设单位 通过 杭州地铁集团,天地科技
杭州地铁1号线文泽路~下沙江滨区间隧道联络通道工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁12号线24标隆昌路站~内江路站区间联络通道,施工单位 通过 上海隧道公司,施工
上海地铁12号线24标隆昌路站~内江路站区间联络通道,参与施工 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
宁波地铁2号线一期TJ2106标区间联络通道工程,业主单位 通过 上海隧道公司,施工
宁波地铁2号线一期TJ2106标区间联络通道工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
宁波地铁2号线一期TJ2106标区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
宁波地铁2号线一期TJ2106标区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
宁波地铁2号线一期TJ2106标区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
宁波地铁2号线一期TJ2106标区间联络通道工程,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
无锡地铁2号线土建工程14标项目荣张区间联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
香港昂船洲污水处理厂连接隧道矿山法开挖连接通道,施工方法 通过 矿山法,开挖
香港昂船洲污水处理厂连接隧道矿山法开挖连接通道,施工方法 通过 矿山法,支护
上海地铁12号线24标隆昌路站～内江路站区间联络通道,可能施工 通过 矿山法,开挖
上海地铁12号线24标隆昌路站～内江路站区间联络通道,可能施工 通过 矿山法,支护
上海地铁11号线龙华站~云锦路站区间联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁11号线龙华站~云锦路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
上海地铁11号线龙华站~云锦路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁11号线龙华站~云锦路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
上海地铁11号线龙华站~云锦路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
苏州地铁2号线10标土建工程宝带西路站~旺吴路站联络通道及泵房工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线12号龙翔桥~凤起路站盾构区间联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线12号龙翔桥~凤起路站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
杭州地铁1号线12号龙翔桥~凤起路站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线12号龙翔桥~凤起路站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
杭州地铁1号线12号龙翔桥~凤起路站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
杭州地铁1号线12号龙翔桥~凤起路站盾构区间联络通道,施工方法 通过 矿山法,开挖
杭州地铁1号线12号龙翔桥~凤起路站盾构区间联络通道,施工方法 通过 矿山法,支护
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,建设单位 通过 上海申通地铁集团,城轨
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
上海轨道交通12号线顾戴路站～东兰路站区间隧道联络通道工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁9号线3标商城路~小南门联络通道,设计单 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
上海地铁9号线3标商城路~小南门联络通道,设计单 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
上海地铁9号线3标商城路~小南门联络通道,设计单 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
上海地铁9号线3标商城路~小南门联络通道,设计单 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
上海地铁9号线3标商城路~小南门联络通道,设计单 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
上海地铁9号线3标商城路~小南门联络通道,设计单 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
上海地铁9号线3标商城路~小南门联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁9号线3标商城路~小南门联络通道,施工单 通过 上海隧道公司,施工
天津地铁2号线红星路～新开路区间隧道联络通道及泵站冻结加固工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁1号线南延段岔路口~河定桥联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁7号线顾村~陆翔联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁7号线陆翔~潘广联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁1号线南延段胜太路~百家湖联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁7号线潘广~工作井联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁13号线世博~长青联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁2号线新街口站~大行宫站联络通道,建设单位 通过 上海隧道公司,施工
南京地铁2号线新街口站~大行宫站联络通道,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁2号线大行宫站~逸仙桥站联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线下沙西站~下沙中心站区间隧道联络通道及泵站冻结加固与结构工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁3号线红旗南路站~水上公园站区间联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
苏州地铁1号线土建工程I-TS-16标星湖街站~南施街站联络通道及泵房工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线下沙中心站~下沙东站区间隧道联络通道及泵站工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁3号线水上北路站~吴家窑站区间联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
苏州地铁1号线土建工程I-TS-16标南施街站~星塘街站联络通道及泵房工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁3号线13标段北站站~铁东路区间联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,设计方 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,设计方 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,设计方 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
杭州地铁1号线8号九堡站～九堡东站盾构区间联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
天津地铁2号线新开路～天津站区间隧道联络通道及泵站工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
苏州地铁1号线土建工程I-TS-16标星塘街站～钟南街站联络通道及泵房工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
香港昂船州盾构进出洞冰冻结法地基加固及连接通道冻结开挖工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海地铁13号线华江路站～金沙江西路站区间联络通道,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
中煤隧道公司,参与 通过 杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,25.1米
中煤隧道公司,参与 通过 杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,33.4米
中煤隧道公司,参与 通过 杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,2010年9月至2011年7月
中煤隧道公司,参与 通过 杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,约翰芬雷华能设计公司
中煤隧道公司,参与 通过 杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,亚洲最长联络通道
中煤隧道公司,参与 通过 杭州地铁1号线13号彭埠站～建华站盾构区间联络通道,中铁十六局
杭州地铁1号线彭埠站～建华站盾构区间联络通道,施工 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线彭埠站～建华站盾构区间联络通道,设计 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
杭州地铁1号线彭埠站～建华站盾构区间联络通道,设计 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
杭州地铁1号线彭埠站～建华站盾构区间联络通道,设计 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
杭州地铁1号线彭埠站～建华站盾构区间联络通道,设计 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
浙江杭海城际铁路海昌路站~浙大国际学院站盾构区间,设备供应商 通过 特凿公司,该工程
浙江杭海城际铁路海昌路站~浙大国际学院站盾构区间,设备供应商 通过 特凿公司,无锡地铁3号线土建工程11标
浙江杭海城际铁路海昌路站~浙大国际学院站盾构区间,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
浙江杭海城际铁路海昌路站~浙大国际学院站盾构区间,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
浙江杭海城际铁路海昌路站~浙大国际学院站盾构区间,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
浙江杭海城际铁路海昌路站~浙大国际学院站盾构区间,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
杭州地铁5号线一期工程SG5-17标江晖路站~滨康路站~青年路站区间隧道联络通道,设备供应商 通过 特凿公司,该工程
杭州地铁5号线一期工程SG5-17标江晖路站~滨康路站~青年路站区间隧道联络通道,设备供应商 通过 特凿公司,无锡地铁3号线土建工程11标
项目编号418,标注内容 通过 特凿公司,该工程
项目编号418,标注内容 通过 特凿公司,无锡地铁3号线土建工程11标
上海轨道交通15号线22标区间联络通道含泵站工程,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
上海轨道交通15号线22标区间联络通道含泵站工程,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通15号线22标区间联络通道含泵站工程,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
上海轨道交通15号线22标区间联络通道含泵站工程,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
洛阳地铁1号线03标段盾构工程塔湾~史家湾区间冷冻法联络通道及泵房工程,技术支持 通过 特凿公司,该工程
洛阳地铁1号线03标段盾构工程塔湾~史家湾区间冷冻法联络通道及泵房工程,技术支持 通过 特凿公司,无锡地铁3号线土建工程11标
洛阳地铁1号线03标段盾构工程塔湾~史家湾区间冷冻法联络通道及泵房工程,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
洛阳地铁1号线03标段盾构工程塔湾~史家湾区间冷冻法联络通道及泵房工程,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
洛阳地铁1号线03标段盾构工程塔湾~史家湾区间冷冻法联络通道及泵房工程,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
洛阳地铁1号线03标段盾构工程塔湾~史家湾区间冷冻法联络通道及泵房工程,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
福州地铁6号线莲~滨区间、滨~壶区间联络通道冻结施工,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
福州地铁6号线莲~滨区间、滨~壶区间联络通道冻结施工,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
福州地铁6号线莲~滨区间、滨~壶区间联络通道冻结施工,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
福州地铁6号线莲~滨区间、滨~壶区间联络通道冻结施工,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
福州地铁6号线莲~滨区间、滨~壶区间联络通道冻结施工,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
福州地铁6号线莲~滨区间、滨~壶区间联络通道冻结施工,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
福州轨道交通2号线10标鼓山站~洋里站区间联络通道,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
福州轨道交通2号线10标鼓山站~洋里站区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
福州轨道交通2号线10标鼓山站~洋里站区间联络通道,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
福州轨道交通2号线10标鼓山站~洋里站区间联络通道,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
